Region,Town / Township,Quarter / Village Tract,Postal Code
Shan State (North),Namhkan Township,No (7) Quarter,1610007
Shan State (North),Namhkan Township,No (8) Quarter,1610008
Shan State (North),Namhkan Township,No (9) Quarter,1610009
Shan State (North),Namhkan Township,No (10) Quarter,1610010
Shan State (North),Namhkan Township,No (11) Quarter,1610011
Shan State (North),Namhkan Township,No (12) Quarter,1610012
Shan State (North),Namhkan Township,No (13) Quarter,1610013
Shan State (North),Namhkan Township,No (14) Quarter,1610014
Shan State (North),Namhkan Township,Kawng Hsar Village Tract,1610200
Shan State (North),Namhkan Township,Ho Nar Village Tract,1610201
Shan State (North),Namhkan Township,Mant Nawng Village Tract,1610202
Shan State (North),Namhkan Township,Sei Hai Village Tract,1610203
Shan State (North),Namhkan Township,Nawng Hkan Village Tract,1610204
Shan State (North),Namhkan Township,Hat Hin Village Tract,1610205
Shan State (North),Namhkan Township,Kun Hai Village Tract,1610206
Shan State (North),Namhkan Township,Nawng Hkam Village Tract,1610207
Shan State (North),Namhkan Township,Man Sum Village Tract,1610208
Shan State (North),Namhkan Township,Man Hawng Village Tract,1610209
Shan State (North),Namhkan Township,Kun Long Village Tract,1610210
Shan State (North),Namhkan Township,Nam Tee Village Tract,1610211
Shan State (North),Namhkan Township,Hopong Village Tract,1610212
Shan State (North),Namhkan Township,Kawng Waing Village Tract,1610213
Shan State (North),Namhkan Township,Awe Law Man Sang Village Tract,1610214
Shan State (North),Namhkan Township,Pang Hkar (Loi) Village Tract,1610215
Shan State (North),Namhkan Township,Hsar Lu Village Tract,1610216
Shan State (North),Namhkan Township,Man Awng Village Tract,1610217
Shan State (North),Namhkan Township,Hpar Len Village Tract,1610218
Shan State (North),Namhkan Township,Man Long Village Tract,1610219
Shan State (North),Namhkan Township,Nam Hsee Ree Village Tract,1610220
Shan State (North),Namhkan Township,Loi Lum (Li Shaw) Village Tract,1610221
Shan State (North),Namhkan Township,Man Mai Village Tract,1610222
Shan State (North),Namhkan Township,Kawng Kat Village Tract,1610223
Shan State (North),Namhkan Township,Pat Mar Dein Hsar Village Tract,1610224
Shan State (North),Namhkan Township,Tar Kun Village Tract,1610225
Shan State (North),Namhkan Township,Man Sat Village Tract,1610226
Shan State (North),Namhkan Township,Pang Hsay (Man Sat) Village Tract,1610227
Shan State (North),Namhkan Township,Man Pu Village Tract,1610228
Shan State (North),Namhkan Township,Hin Long Village Tract,1610229
Shan State (North),Namhkan Township,Mu Kawng Village Tract,1610230
Shan State (North),Namhkan Township,Yant Wu Village Tract,1610231
Shan State (North),Namhkan Township,Maw Hsway Village Tract,1610232
Shan State (North),Namhkan Township,Loi Yaing Village Tract,1610233
Shan State (North),Namhkan Township,Loi Chet Village Tract,1610234
Shan State (North),Namhkan Township,Mong Wee Village Tract,1610235
Shan State (North),Namhkan Township,Loi Hum (Pa Laung) Village Tract,1610236
Shan State (North),Namhkan Township,Lawt Naw Village Tract,1610237
Shan State (North),Namhkan Township,Man Hun (Loi) Village Tract,1610238
Shan State (North),Namhkan Township,Sei Nay (Loi) Village Tract,1610239
Shan State (North),Namhkan Township,Man Pang (Loi) Village Tract,1610240
Shan State (North),Namhkan Township,Pang Yoke (Upper) Village Tract,1610241
Shan State (North),Namhkan Township,Tun Huong (Kachin) Village Tract,1610242
Shan State (North),Namhkan Township,Ho Pang Village Tract,1610243
Shan State (North),Kutkai Township,No (1) Quarter,1611001
Shan State (North),Kutkai Township,No (2) Quarter,1611002
Shan State (North),Kutkai Township,No (3) Quarter,1611003
Shan State (North),Kutkai Township,No (4) Quarter,1611004
Shan State (North),Kutkai Township,No (5) Quarter,1611005
Shan State (North),Kutkai Township,No (6) Quarter,1611006
Shan State (North),Kutkai Township,No (7) Quarter,1611007
Shan State (North),Kutkai Township,No (8) Quarter,1611008
Shan State (North),Kutkai Township,Hpat Yaing Pying Hoi Village Tract,1611200
Shan State (North),Kutkai Township,Kawng Hkar Man Pying Village Tract,1611201
Shan State (North),Kutkai Township,En Man Ho Kyan Village Tract,1611202
Shan State (North),Kutkai Township,Man Gyat Village Tract,1611203
Shan State (North),Kutkai Township,Kar Lai Kone Hsar Village Tract,1611204
Shan State (North),Kutkai Township,Loi Kan Village Tract,1611205
Shan State (North),Kutkai Township,Nar Nwet Village Tract,1611206
Shan State (North),Kutkai Township,Nar Waun Village Tract,1611207
Shan State (North),Kutkai Township,Nam Hpat Lun Village Tract,1611208
Shan State (North),Kutkai Township,Kawng Lein Village Tract,1611209
Shan State (North),Kutkai Township,Ho Hpyet Man Pying Village Tract,1611210
Shan State (North),Kutkai Township,Maw Han Village Tract,1611211
Shan State (North),Kutkai Township,38-Maing Man Pying Village Tract,1611212
Shan State (North),Kutkai Township,Kawng Hkar Village Tract,1611213
Shan State (North),Kutkai Township,Loi Hkan Village Tract,1611214
Shan State (North),Kutkai Township,Ho Nawng Village Tract,1611215
Shan State (North),Kutkai Township,Pang Ku Village Tract,1611216
Shan State (North),Kutkai Township,Nam Hu Village Tract,1611217
Shan State (North),Kutkai Township,Kyein Mun Village Tract,1611218
Shan State (North),Kutkai Township,Nam Hpat Kar Village Tract,1611219
Shan State (North),Kutkai Township,Pang Sa Lorp Village Tract,1611220
Shan State (North),Kutkai Township,Loi Kan Village Tract,1611221
Shan State (North),Kutkai Township,Au Rar Bum Man Pying Village Tract,1611222
Shan State (North),Kutkai Township,Au Rar Bum Kawng Lein Village Tract,1611223
Shan State (North),Kutkai Township,Au Rar Bum Zin Lum Village Tract,1611224
Shan State (North),Kutkai Township,Pang Kai Nar Mun Village Tract,1611225
Shan State (North),Kutkai Township,Pang Kai (Upper) Village Tract,1611226
Shan State (North),Kutkai Township,Pang Kai (Lower) Village Tract,1611227
Shan State (North),Kutkai Township,Pang Kai Pang Lawt Village Tract,1611228
Shan State (North),Kutkai Township,Mong Yu Village Tract,1611229
Shan State (North),Kutkai Township,Man Nein Aun Village Tract,1611230
Shan State (North),Kutkai Township,Nam Ngun Village Tract,1611231
Shan State (North),Kutkai Township,Ho Maw Man Nein (Pa Laung) Village Tract,1611232
Shan State (North),Kutkai Township,Ho Maw Lawt Khum Village Tract,1611233
Shan State (North),Kutkai Township,Ho Maw Hopong Village Tract,1611234
Shan State (North),Kutkai Township,Nein Lum Hko Mone Village Tract,1611235
Shan State (North),Kutkai Township,Nein Lum Gan Nam Village Tract,1611236
Shan State (North),Kutkai Township,Nein Lum Wa Laing Village Tract,1611237
Shan State (North),Kutkai Township,Man Pu Village Tract,1611238
Shan State (North),Kutkai Township,Pyin Pun Village Tract,1611239
Shan State (North),Kutkai Township,Ho Kyeint Village Tract,1611240
Shan State (North),Kutkai Township,Dein Ga Ri Village Tract,1611241
Shan State (North),Kutkai Township,Mong Ya Village Tract,1611242
Shan State (North),Kutkai Township,Mong Ya Pang Hsat Village Tract,1611243
Shan State (North),Kutkai Township,Hopong Village Tract,1611244
Shan State (North),Kutkai Township,Hko Pyin Village Tract,1611245
Shan State (North),Kutkai Township,Man Kyei Village Tract,1611246
Shan State (North),Kutkai Township,Ban Nwet Village Tract,1611247
Shan State (North),Kutkai Township,Man Pying Village Tract,1611248
Shan State (North),Kutkai Township,Long Waun Nam Rein Village Tract,1611249
Shan State (North),Kutkai Township,Daung Naw Village Tract,1611250
Shan State (North),Kutkai Township,Mong See Wein Mai Village Tract,1611251
Shan State (North),Kutkai Township,Ho Et Village Tract,1611252
Shan State (North),Kutkai Township,Nam Tawng Village Tract,1611253
Shan State (North),Kutkai Township,Man Tet Village Tract,1611254
Shan State (North),Kutkai Township,Mong Paw Village Tract,1611255
Shan State (North),Kutkai Township,Man Lawng Village Tract,1611256
Shan State (North),Kutkai Township,Nam Kan Long Village Tract,1611257
Shan State (North),Kutkai Township,Nawng Long Village Tract,1611258
Shan State (North),Kutkai Township,Nam Maw Village Tract,1611259
Shan State (North),Kutkai Township,King Huong Pying Hkam Village Tract,1611260
Shan State (North),Kutkai Township,Bang Kaw Village Tract,1611261
Shan State (North),Kutkai Township,Bang Long Village Tract,1611262
Shan State (North),Kutkai Township,Mong Htan Village Tract,1611263
Shan State (North),Kutkai Township,Yone Maw Village Tract,1611264
Shan State (North),Kutkai Township,Man Kan Village Tract,1611265
Shan State (North),Kutkai Township,Nawng Kan Village Tract,1611266
Shan State (North),Kutkai Township,Tat Naing Village Tract,1611267
Shan State (North),Kutkai Township,Long Htan Village Tract,1611268
Shan State (North),Kutkai Township,Nam Pa Yon Village Tract,1611269
Shan State (North),Kutkai Township,Shaw Haw Village Tract,1611270
Shan State (North),Kutkai Township,Man Wein Village Tract,1611271
Shan State (North),Kutkai Township,Mong Hum Village Tract,1611272
Shan State (North),Kyaukme Township,No (1) Quarter,1612001
Shan State (North),Kyaukme Township,No (2) Quarter,1612002
Shan State (North),Kyaukme Township,No (3) Quarter,1612003
Shan State (North),Kyaukme Township,No (4) Quarter,1612004
Shan State (North),Kyaukme Township,No (5) Quarter,1612005
Shan State (North),Kyaukme Township,No (6) Quarter,1612006
Shan State (North),Kyaukme Township,No (7) Quarter,1612007
Shan State (North),Kyaukme Township,No (8) Quarter,1612008
Shan State (North),Kyaukme Township,No (9) Quarter,1612009
Shan State (North),Kyaukme Township,Nam Hu Tawng Village Tract,1612200
Shan State (North),Kyaukme Township,Man Kyawng (Kywe Kone) Village Tract,1612201
Shan State (North),Kyaukme Township,Hko Mone Village Tract,1612202
Shan State (North),Kyaukme Township,Pang Lawt Village Tract,1612203
Shan State (North),Kyaukme Township,Nar Pying Village Tract,1612204
Shan State (North),Kyaukme Township,Nar Hkaw Village Tract,1612205
Shan State (North),Kyaukme Township,Kyaukme Gyi Village Tract,1612206
Shan State (North),Kyaukme Township,Man Kyawng (Kyaukme Gyi) Village Tract,1612207
Shan State (North),Kyaukme Township,Pein Hne Kone Village Tract,1612208
Shan State (North),Kyaukme Township,Kyu Shaw Village Tract,1612209
Shan State (North),Kyaukme Township,Ta Khun Taing Village Tract,1612210
Shan State (North),Kyaukme Township,Mong Tin Village Tract,1612211
Shan State (North),Kyaukme Township,Loi An Village Tract,1612212
Shan State (North),Kyaukme Township,Taung Say Leik Village Tract,1612213
Shan State (North),Kyaukme Township,Nar Aik Hkant Village Tract,1612214
Shan State (North),Kyaukme Township,Sa Khan Thar Village Tract,1612215
Shan State (North),Kyaukme Township,Nawng Pein Village Tract,1612216
Shan State (North),Kyaukme Township,Pin Tein Village Tract,1612217
Shan State (North),Kyaukme Township,Pin Paw Village Tract,1612218
Shan State (North),Kyaukme Township,Hkay Hnin Village Tract,1612219
Shan State (North),Kyaukme Township,Maw Mar Village Tract,1612220
Shan State (North),Kyaukme Township,Kaw Pawng Village Tract,1612221
Shan State (North),Kyaukme Township,Tawt Sang Village Tract,1612222
